text,Marks,topic,Year,Question_ID,section,marks,subject,
Explain factor affecting supply.,2,Economics for Engineers,2024,320,A,2,,
Define marginal cost.,2,Economics for Engineers,2024,321,A,2,,
What is Economic efficiency?,2,Economics for Engineers,2024,322,A,2,,
Explain Inflation.,2,Economics for Engineers,2024,323,A,2,,
Explain the concept of demand?,2,Economics for Engineers,2024,324,A,2,,
Write conditions for perfect competition?,2,Economics for Engineers,2024,325,A,2,,
Describe marginal revenue.,2,Economics for Engineers,2024,326,A,2,,
Explain features of Monopolistic competition.,2,Economics for Engineers,2024,327,A,2,,
How Engineering economics is different from Economics?,5,Economics for Engineers,2024,328,B,5,,
Explain the concept of break even analysis with a neat diagram.,5,Economics for Engineers,2024,329,B,5,,
Write a detailed note on Demand and supply equilibrium with examples.,5,Economics for Engineers,2024,330,B,5,,
Explain how the Price Determination is done Under Perfect Competition.,5,Economics for Engineers,2024,331,B,5,,
Explain briefly various factors affecting elasticity of demand.,5,Economics for Engineers,2024,332,B,5,,
How cost affects economy? Explain the concept of fixed cost and variable cost with examples.,10,Economics for Engineers,2024,333,C,10,,
Explain nature and properties of Business economies and depict Business cycles.,10,Economics for Engineers,2024,334,C,10,,
Explain meaning and features of Oligopoly and identify factors causing it.,10,Economics for Engineers,2024,335,C,10,,
List the advantages of digital communication.,2,Digital Communication,2024,336,A,2,,
What is inter-symbol interference?,2,Digital Communication,2024,337,A,2,,
Discuss the difference between QPSK and BPSK.,2,Digital Communication,2024,338,A,2,,
What do you mean by synchronization?,2,Digital Communication,2024,339,A,2,,
How is aliasing avoided in signals?,2,Digital Communication,2024,340,A,2,,
Discuss Sampling.,2,Digital Communication,2024,341,A,2,,
Compare BPSK and BFSK.,2,Digital Communication,2024,342,A,2,,
What is slope overload distortion in delta modulator?,2,Digital Communication,2024,343,A,2,,
Define baud rate.,2,Digital Communication,2024,344,A,2,,
What is the limitation of PCM?,2,Digital Communication,2024,345,A,2,,
Calculate bit rate of TI signal.,5,Digital Communication,2024,346,B,5,,
What are the desired features of line code? Draw the waveforms for AMI code for 1011001.,5,Digital Communication,2024,347,B,5,,
Discuss time division multiplexing.,5,Digital Communication,2024,348,B,5,,
How is clock frequency recovered in digital communication systems?,5,Digital Communication,2024,349,B,5,,
Draw and discuss the block diagram of digital communication.,10,Digital Communication,2024,350,C,10,,
Use Huffman coding algorithm to generate the binary code for given probabilities.,10,Digital Communication,2024,351,C,10,,
Explain pipelining in CPU design.,2,Computer Architecture,2024,352,A,2,,
Explain about I/O modes.,2,Computer Architecture,2024,353,A,2,,
What is cache memory?,2,Computer Architecture,2024,354,A,2,,
Write two techniques to implement virtual memory.,2,Computer Architecture,2024,355,A,2,,
What is the difference between physical address and logical address?,2,Computer Architecture,2024,356,A,2,,
What do you mean by instruction parallelism?,2,Computer Architecture,2024,357,A,2,,
Why is floating point representation preferred over fixed point representation?,2,Computer Architecture,2024,358,A,2,,
Write any four 'Zero byte' instructions.,2,Computer Architecture,2024,359,A,2,,
What is the relation between address and memory space in a virtual memory system?,2,Computer Architecture,2024,360,A,2,,
What is auxiliary memory?,2,Computer Architecture,2024,361,A,2,,
Explain about parallel and distributed processors.,5,Computer Architecture,2024,362,B,5,,
Differentiate between computer organization and computer architecture.,5,Computer Architecture,2024,363,B,5,,
Explain the hardware organization of associative memory.,5,Computer Architecture,2024,364,B,5,,
How does DMA controller work? Explain with a suitable block diagram.,5,Computer Architecture,2024,365,B,5,,
Define addressing modes. What are the different types of addressing modes?,5,Computer Architecture,2024,366,B,5,,
What do you mean by addressing mode of Instructions? Explain various modes of instructions.,10,Computer Architecture,2024,367,C,10,,
Explain in detail the characteristics of RISC and CISC architecture.,10,Computer Architecture,2024,368,C,10,,
"Write notes on any two: MESI protocol, Asynchronous data transfer, Priority interrupt.",10,Computer Architecture,2024,369,C,10,,
Explain engineering economics?,2,Economics for Engineers,2024,370,A,2,,
Differentiate microeconomics and macroeconomics.,2,Economics for Engineers,2024,371,A,2,,
Explain factor affecting supply.,2,Economics for Engineers,2024,372,A,2,,
Define marginal cost.,2,Economics for Engineers,2024,373,A,2,,
What is Economic efficiency?,2,Economics for Engineers,2024,374,A,2,,
Explain Inflation.,2,Economics for Engineers,2024,375,A,2,,
Explain the concept of demand?,2,Economics for Engineers,2024,376,A,2,,
Write conditions for perfect competition?,2,Economics for Engineers,2024,377,A,2,,
Describe marginal revenue.,2,Economics for Engineers,2024,378,A,2,,
Explain features of Monopolistic competition.,2,Economics for Engineers,2024,379,A,2,,
How Engineering economics is different from Economics?,5,Economics for Engineers,2024,380,B,5,,
Explain the concept of break even analysis with a neat diagram.,5,Economics for Engineers,2024,381,B,5,,
Write a detailed note on Demand and supply equilibrium with examples.,5,Economics for Engineers,2024,382,B,5,,
Explain how the Price Determination is done Under Perfect Competition.,5,Economics for Engineers,2024,383,B,5,,
Explain briefly various factors affecting elasticity of demand.,5,Economics for Engineers,2024,384,B,5,,
How cost affects economy? Explain the concept of fixed cost and variable cost with examples.,10,Economics for Engineers,2024,385,C,10,,
Explain nature and properties of Business economies and depict Business cycles.,10,Economics for Engineers,2024,386,C,10,,
Explain meaning and features of Oligopoly and identify factors causing it.,10,Economics for Engineers,2024,387,C,10,,
List the advantages of digital communication.,2,Digital Communication,2024,388,A,2,,
What is inter-symbol interference?,2,Digital Communication,2024,389,A,2,,
Discuss the difference between QPSK and BPSK.,2,Digital Communication,2024,390,A,2,,
What do you mean by synchronization?,2,Digital Communication,2024,391,A,2,,
How is aliasing avoided in signals?,2,Digital Communication,2024,392,A,2,,
Discuss Sampling.,2,Digital Communication,2024,393,A,2,,
Compare BPSK and BFSK.,2,Digital Communication,2024,394,A,2,,
What is slope overload distortion in delta modulator?,2,Digital Communication,2024,395,A,2,,
Define baud rate.,2,Digital Communication,2024,396,A,2,,
What is the limitation of PCM?,2,Digital Communication,2024,397,A,2,,
Calculate bit rate of TI signal.,5,Digital Communication,2024,398,B,5,,
What are the desired features of line code? Draw the waveforms for AMI code for 1011001.,5,Digital Communication,2024,399,B,5,,
Discuss time division multiplexing.,5,Digital Communication,2024,400,B,5,,
How is clock frequency recovered in digital communication systems?,5,Digital Communication,2024,401,B,5,,
Draw and discuss the block diagram of digital communication.,10,Digital Communication,2024,402,C,10,,
Use Huffman coding algorithm to generate the binary code for given probabilities.,10,Digital Communication,2024,403,C,10,,
Explain pipelining in CPU design.,2,Computer Architecture,2024,404,A,2,,
Explain about I/O modes.,2,Computer Architecture,2024,405,A,2,,
What is cache memory?,2,Computer Architecture,2024,406,A,2,,
Write two techniques to implement virtual memory.,2,Computer Architecture,2024,407,A,2,,
What is the difference between physical address and logical address?,2,Computer Architecture,2024,408,A,2,,
What do you mean by instruction parallelism?,2,Computer Architecture,2024,409,A,2,,
Why is floating point representation preferred over fixed point representation?,2,Computer Architecture,2024,410,A,2,,
Write any four 'Zero byte' instructions.,2,Computer Architecture,2024,411,A,2,,
What is the relation between address and memory space in a virtual memory system?,2,Computer Architecture,2024,412,A,2,,
What is auxiliary memory?,2,Computer Architecture,2024,413,A,2,,
Explain about parallel and distributed processors.,5,Computer Architecture,2024,414,B,5,,
Differentiate between computer organization and computer architecture.,5,Computer Architecture,2024,415,B,5,,
Explain the hardware organization of associative memory.,5,Computer Architecture,2024,416,B,5,,
How does DMA controller work? Explain with a suitable block diagram.,5,Computer Architecture,2024,417,B,5,,
Define addressing modes. What are the different types of addressing modes?,5,Computer Architecture,2024,418,B,5,,
What do you mean by addressing mode of Instructions? Explain various modes of instructions.,10,Computer Architecture,2024,419,C,10,,
Explain in detail the characteristics of RISC and CISC architecture.,10,Computer Architecture,2024,420,C,10,,
"Write notes on any two: MESI protocol, Asynchronous data transfer, Priority interrupt.",10,Computer Architecture,2024,421,C,10,,
What is the difference between co-channel and adjacent channel interference?,2,Mobile Communication,2024,422,A,,,
Explain dynamic channel allocation scheme.,2,Mobile Communication,2024,423,A,,,
What is fading effect?,2,Mobile Communication,2024,424,A,,,
Write down the factors causing co-channel interference.,2,Mobile Communication,2024,425,A,,,
"If the cluster size N is reduced while the cell size is kept constant, what is the effect on capacity?",2,Mobile Communication,2024,426,A,,,
What is equal gain combining method?,2,Mobile Communication,2024,427,A,,,
How much is the increase in spectrum offered by 3G compared to 2G?,2,Mobile Communication,2024,428,A,,,
What is guard space?,2,Mobile Communication,2024,429,A,,,
What do you mean by forward and reverse channel?,2,Mobile Communication,2024,430,A,,,
What is a base station?,2,Mobile Communication,2024,431,A,,,
Design a half adder.,2,Digital Electronics,2024,432,A,,,
What is a ring counter?,2,Digital Electronics,2024,433,A,,,
What do you mean by a shift register?,2,Digital Electronics,2024,434,A,,,
Convert a Hexadecimal number (DAC)15 to an Octal and Binary number system.,2,Digital Electronics,2024,435,A,,,
Convert a Gray code 11001010 to a binary number?,2,Digital Electronics,2024,436,A,,,
Differentiate between a latch and a flip-flop.,2,Digital Electronics,2024,437,A,,,
How can NOR be used as NAND?,2,Digital Electronics,2024,438,A,,,
What is a Seven Segment Display?,2,Digital Electronics,2024,439,A,,,
Convert a JK flip-flop to a D flip-flop?,2,Digital Electronics,2024,440,A,,,
What is the operating voltage of TTL 7400 IC?,2,Digital Electronics,2024,441,A,,,
Define the term Electrical safety.,2,Electrical Safety and Standards,2024,442,A,,,
What are Electrical Hazards? How is it classified?,2,Electrical Safety and Standards,2024,443,A,,,
What are the risks involved during installation of electrical plant?,2,Electrical Safety and Standards,2024,444,A,,,
What is system grounding?,2,Electrical Safety and Standards,2024,445,A,,,
Mention various types of electrical rotating machines.,2,Electrical Safety and Standards,2024,446,A,,,
What is safety auditing of electrical system?,2,Electrical Safety and Standards,2024,447,A,,,
Name the earthing devices used for electrical safety.,2,Electrical Safety and Standards,2024,448,A,,,
List out some electrical causes of fire and explain.,2,Electrical Safety and Standards,2024,449,A,,,
What are primary electrical shocks?,2,Electrical Safety and Standards,2024,450,A,,,
